,edit_count,mean_sentiment,neg_sentiment
2011-04-16,13,-0.30793375693834746,0.6153846153846154
2011-04-17,2,0.9950544536113739,0.0
2011-04-18,2,-0.9971082508563995,1.0
2011-04-19,8,-0.4924312084913254,0.75
2011-04-20,3,-0.9985311031341553,1.0
2011-04-21,2,-0.12399932742118835,0.5
2011-04-22,3,0.2815057833989461,0.3333333333333333
2011-04-23,0,0.0,0.0
2011-04-24,1,0.6554883718490601,0.0
2011-04-25,1,-0.995245635509491,1.0
2011-04-26,3,0.286892831325531,0.3333333333333333
2011-04-27,8,-0.3021313473582268,0.625
2011-04-28,3,-0.357385774453481,0.6666666666666666
2011-04-29,5,0.10088965892791749,0.4
2011-04-30,1,0.990734338760376,0.0
2011-05-01,0,0.0,0.0
2011-05-02,5,-0.222748327255249,0.6
2011-05-03,2,0.6941720247268677,0.0
2011-05-04,1,0.930020809173584,0.0
2011-05-05,12,-0.04645399749279022,0.5
2011-05-06,5,-0.5827879309654236,0.8
2011-05-07,0,0.0,0.0
2011-05-08,2,-0.96128249168396,1.0
2011-05-09,2,0.8390708267688751,0.0
2011-05-10,1,0.8748219013214111,0.0
2011-05-11,1,0.8748219013214111,0.0
2011-05-12,5,-0.272038996219635,0.6
2011-05-13,0,0.0,0.0
2011-05-14,2,-0.1527920663356781,0.5
2011-05-15,4,0.3351602107286453,0.25
2011-05-16,7,0.10323888914925712,0.42857142857142855
2011-05-17,11,-0.16553883660923352,0.5454545454545454
2011-05-18,10,-0.18913401961326598,0.6
2011-05-19,24,-0.6198490733901659,0.7916666666666666
2011-05-20,7,-0.49902317353657316,0.7142857142857143
2011-05-21,5,-0.594145655632019,0.8
2011-05-22,19,-0.5031611291985763,0.7368421052631579
2011-05-23,9,-0.7745044893688626,0.8888888888888888
2011-05-24,13,-0.5396882249758794,0.7692307692307693
2011-05-25,8,-0.08465515822172165,0.5
2011-05-26,27,-0.399967975086636,0.7037037037037037
2011-05-27,8,-0.029579095542430878,0.5
2011-05-28,7,-0.589052711214338,0.8571428571428571
2011-05-29,3,-0.21549506982167563,0.6666666666666666
2011-05-30,5,-0.2813816785812378,0.6
2011-05-31,8,-0.06665841490030289,0.5
2011-06-01,12,0.46358267962932587,0.25
2011-06-02,16,-0.25813788548111916,0.625
2011-06-03,41,-0.3556326496891859,0.6585365853658537
2011-06-04,2,0.0008401572704315186,0.5
2011-06-05,9,0.4090727104081048,0.2222222222222222
2011-06-06,12,-0.8159240384896597,0.9166666666666666
2011-06-07,5,0.19168769121170043,0.4
2011-06-08,5,0.19756360054016114,0.4
2011-06-09,13,0.32290973571630627,0.3076923076923077
2011-06-10,7,0.5857171075684684,0.14285714285714285
2011-06-11,27,-0.6540296033576682,0.8148148148148148
2011-06-12,49,-0.5573636938114556,0.7755102040816326
2011-06-13,45,-0.2917060494422913,0.6444444444444445
2011-06-14,26,-0.8288831871289474,0.9230769230769231
2011-06-15,28,-0.36274988523551394,0.6785714285714286
2011-06-16,31,-0.46833188687601396,0.7419354838709677
2011-06-17,50,-0.4822886431217194,0.74
2011-06-18,78,-0.3303684103183257,0.6538461538461539
2011-06-19,24,-0.46035273124774295,0.7083333333333334
2011-06-20,44,-0.06140110167590054,0.5227272727272727
2011-06-21,22,-0.6531902118162676,0.8181818181818182
2011-06-22,16,-0.6408515684306622,0.8125
2011-06-23,14,-0.4816253014973232,0.7142857142857143
2011-06-24,13,-0.46988650468679577,0.7692307692307693
2011-06-25,8,-0.1176496297121048,0.5
2011-06-26,8,-0.8833077028393745,1.0
2011-06-27,17,-0.20300097325268915,0.5882352941176471
2011-06-28,2,-0.9148064255714417,1.0
2011-06-29,5,-0.5984020113945008,0.8
2011-06-30,7,-0.4500215564455305,0.7142857142857143
2011-07-01,8,-0.26348070800304413,0.625
2011-07-02,18,-0.21702508131663004,0.6111111111111112
2011-07-03,7,-0.7082808613777161,0.8571428571428571
2011-07-04,21,-0.24274871746699014,0.6190476190476191
2011-07-05,4,-0.9937280863523483,1.0
2011-07-06,4,-0.9985574036836624,1.0
2011-07-07,7,-0.465555054800851,0.7142857142857143
2011-07-08,5,0.20583456754684448,0.4
2011-07-09,10,-0.5961889088153839,0.8
2011-07-10,23,-0.6417727574058201,0.8260869565217391
2011-07-11,3,-0.4165908694267273,0.6666666666666666
2011-07-12,14,-0.9931866526603699,1.0
2011-07-13,4,0.4049360901117325,0.25
2011-07-14,6,-0.10227784514427185,0.5
2011-07-15,7,-0.9348975930895124,1.0
2011-07-16,1,-0.9978852868080139,1.0
2011-07-17,1,-0.9991002082824707,1.0
2011-07-18,6,0.24837554494539896,0.3333333333333333
2011-07-19,9,-0.1482286983066135,0.5555555555555556
2011-07-20,0,0.0,0.0
2011-07-21,2,-0.9855504631996155,1.0
2011-07-22,6,0.5408847630023956,0.16666666666666666
2011-07-23,2,-0.002204716205596924,0.5
2011-07-24,4,0.46254363656044006,0.25
2011-07-25,4,-0.5617953389883041,0.75
2011-07-26,0,0.0,0.0
2011-07-27,0,0.0,0.0
2011-07-28,4,0.6786464899778366,0.0
2011-07-29,3,-0.3353268504142761,0.6666666666666666
2011-07-30,2,0.7481208443641663,0.0
2011-07-31,1,-0.9718877673149109,1.0
2011-08-01,0,0.0,0.0
2011-08-02,6,-0.39602747559547424,0.6666666666666666
2011-08-03,2,0.0011098980903625488,0.5
2011-08-04,2,-0.0363333523273468,0.5
2011-08-05,4,0.31124934554100037,0.25
2011-08-06,0,0.0,0.0
2011-08-07,4,-0.5111590921878815,0.75
2011-08-08,4,-0.5418856143951416,0.75
2011-08-09,3,-0.40914009014765423,0.6666666666666666
2011-08-10,5,0.17298108339309692,0.4
2011-08-11,12,-0.5211662004391352,0.75
2011-08-12,4,-0.006856516003608704,0.5
2011-08-13,0,0.0,0.0
2011-08-14,0,0.0,0.0
2011-08-15,1,-0.9994683861732483,1.0
2011-08-16,1,-0.9736192226409912,1.0
2011-08-17,8,0.19313514977693558,0.375
2011-08-18,0,0.0,0.0
2011-08-19,3,-0.9930854042371114,1.0
2011-08-20,9,-0.1482442087597317,0.5555555555555556
2011-08-21,0,0.0,0.0
2011-08-22,7,-0.3977372305733817,0.7142857142857143
2011-08-23,7,-0.6737942865916661,0.8571428571428571
2011-08-24,4,-0.904355600476265,1.0
2011-08-25,1,-0.967137336730957,1.0
2011-08-26,2,-0.9959077835083008,1.0
2011-08-27,1,0.7481208443641663,0.0
2011-08-28,0,0.0,0.0
2011-08-29,0,0.0,0.0
2011-08-30,0,0.0,0.0
2011-08-31,1,0.8748219013214111,0.0
2011-09-01,6,-0.03930842876434326,0.5
2011-09-02,2,-0.9967594742774963,1.0
2011-09-03,3,-0.40880878766377765,0.6666666666666666
2011-09-04,1,0.9889422655105591,0.0
2011-09-05,1,-0.9876619577407837,1.0
2011-09-06,1,-0.9993465542793274,1.0
2011-09-07,6,0.3016742467880249,0.3333333333333333
2011-09-08,1,0.930020809173584,0.0
2011-09-09,3,-0.9937077760696411,1.0
2011-09-10,0,0.0,0.0
2011-09-11,0,0.0,0.0
2011-09-12,0,0.0,0.0
2011-09-13,9,-0.36453882190916276,0.6666666666666666
2011-09-14,4,7.21365213394165e-05,0.5
2011-09-15,4,-0.024755269289016724,0.5
2011-09-16,8,-0.5184009373188019,0.75
2011-09-17,7,-0.9975740483828953,1.0
2011-09-18,1,0.930020809173584,0.0
2011-09-19,5,0.18618898391723632,0.4
2011-09-20,2,-0.1611674427986145,0.5
2011-09-21,6,-0.05596401294072469,0.5
2011-09-22,3,-0.98243115345637,1.0
2011-09-23,0,0.0,0.0
2011-09-24,0,0.0,0.0
2011-09-25,1,0.7481208443641663,0.0
2011-09-26,2,-0.013261735439300537,0.5
2011-09-27,4,0.011409386992454529,0.5
2011-09-28,0,0.0,0.0
2011-09-29,4,-0.9252557009458542,1.0
2011-09-30,2,-0.048456043004989624,0.5
2011-10-01,2,-0.1721387803554535,0.5
2011-10-02,19,-0.27649952863392074,0.631578947368421
2011-10-03,0,0.0,0.0
2011-10-04,1,0.9511266350746155,0.0
2011-10-05,4,-0.5468912124633789,0.75
2011-10-06,2,-0.7648932039737701,1.0
2011-10-07,5,0.09731581211090087,0.4
2011-10-08,4,-0.4346948564052582,0.75
2011-10-09,9,0.4437045123842027,0.2222222222222222
2011-10-10,6,0.36109066009521484,0.3333333333333333
2011-10-11,3,-0.39522157112757367,0.6666666666666666
2011-10-12,0,0.0,0.0
2011-10-13,2,-0.03444641828536987,0.5
2011-10-14,0,0.0,0.0
2011-10-15,3,-0.349029282728831,0.6666666666666666
2011-10-16,2,-0.0183413028717041,0.5
2011-10-17,2,-0.12550818920135498,0.5
2011-10-18,7,0.024613491126469204,0.42857142857142855
2011-10-19,2,-0.12554162740707397,0.5
2011-10-20,3,0.25303300221761066,0.3333333333333333
2011-10-21,0,0.0,0.0
2011-10-22,0,0.0,0.0
2011-10-23,9,-0.5333169168896146,0.7777777777777778
2011-10-24,4,-0.09807752072811127,0.5
2011-10-25,3,-0.33960702021916706,0.6666666666666666
2011-10-26,0,0.0,0.0
2011-10-27,3,0.22940907875696817,0.3333333333333333
2011-10-28,3,-0.27442026138305664,0.6666666666666666
2011-10-29,0,0.0,0.0
2011-10-30,3,-0.3578834335009257,0.6666666666666666
2011-10-31,1,-0.9982296824455261,1.0
2011-11-01,4,-0.5172293186187744,0.75
2011-11-02,0,0.0,0.0
2011-11-03,3,0.23611690600713095,0.3333333333333333
2011-11-04,1,-0.9993987083435059,1.0
2011-11-05,1,-0.9985162615776062,1.0
2011-11-06,1,-0.8195270299911499,1.0
2011-11-07,0,0.0,0.0
2011-11-08,0,0.0,0.0
2011-11-09,0,0.0,0.0
2011-11-10,0,0.0,0.0
2011-11-11,0,0.0,0.0
2011-11-12,3,-0.40134145816167194,0.6666666666666666
2011-11-13,16,-0.6052790060639381,0.8125
2011-11-14,12,-0.016766558090845745,0.5
2011-11-15,2,-0.9895029366016388,1.0
2011-11-16,0,0.0,0.0
2011-11-17,0,0.0,0.0
2011-11-18,1,-0.9997937083244324,1.0
2011-11-19,0,0.0,0.0
2011-11-20,2,-0.11405512690544128,0.5
2011-11-21,1,0.9894212484359741,0.0
2011-11-22,3,-0.41400347153345746,0.6666666666666666
2011-11-23,1,-0.9409192204475403,1.0
2011-11-24,0,0.0,0.0
2011-11-25,3,-0.9348678390185038,1.0
2011-11-26,7,0.6696588056428092,0.0
2011-11-27,3,0.17245020469029745,0.3333333333333333
2011-11-28,2,-0.8722020387649536,1.0
2011-11-29,2,-0.02957269549369812,0.5
2011-11-30,2,0.9511266350746155,0.0
2011-12-01,4,-0.50978884100914,0.75
2011-12-02,1,-0.9950590133666992,1.0
2011-12-03,0,0.0,0.0
2011-12-04,1,-0.9997431635856628,1.0
2011-12-05,4,-0.5105186551809311,0.75
2011-12-06,2,0.8080739080905914,0.0
2011-12-07,2,-0.028261959552764893,0.5
2011-12-08,0,0.0,0.0
2011-12-09,2,-0.15644654631614685,0.5
2011-12-10,2,-0.8316267728805542,1.0
2011-12-11,0,0.0,0.0
2011-12-12,1,-0.8184989094734192,1.0
2011-12-13,1,-0.7921814918518066,1.0
2011-12-14,0,0.0,0.0
2011-12-15,1,0.7481208443641663,0.0
2011-12-16,0,0.0,0.0
2011-12-17,2,-0.12560641765594482,0.5
2011-12-18,3,-0.7694339950879415,1.0
2011-12-19,0,0.0,0.0
2011-12-20,3,-0.34939146041870117,0.6666666666666666
2011-12-21,5,-0.5931656122207641,0.8
2011-12-22,2,0.09328952431678772,0.5
2011-12-23,1,-0.9966468214988708,1.0
2011-12-24,1,0.9518777132034302,0.0
2011-12-25,1,-0.9957411289215088,1.0
2011-12-26,3,-0.3277464509010315,0.6666666666666666
2011-12-27,0,0.0,0.0
2011-12-28,1,-0.9964214563369751,1.0
2011-12-29,1,-0.9993988275527954,1.0
2011-12-30,0,0.0,0.0
2011-12-31,2,0.0030662119388580322,0.5
2012-01-01,1,-0.9986787438392639,1.0
2012-01-02,0,0.0,0.0
2012-01-03,2,-0.8125870525836945,1.0
2012-01-04,2,0.7446584105491638,0.0
2012-01-05,3,0.12725486358006796,0.3333333333333333
2012-01-06,0,0.0,0.0
2012-01-07,0,0.0,0.0
2012-01-08,2,-0.11616376042366028,0.5
2012-01-09,5,-0.598012363910675,0.8
2012-01-10,10,-0.5917281568050384,0.8
2012-01-11,0,0.0,0.0
2012-01-12,2,-0.1315644085407257,0.5
2012-01-13,0,0.0,0.0
2012-01-14,2,-0.11901271343231201,0.5
2012-01-15,0,0.0,0.0
2012-01-16,7,-0.13442111015319824,0.5714285714285714
2012-01-17,8,-0.5066686421632767,0.75
2012-01-18,0,0.0,0.0
2012-01-19,3,0.23288148641586304,0.3333333333333333
2012-01-20,0,0.0,0.0
2012-01-21,2,0.0015774071216583252,0.5
2012-01-22,1,-0.985650360584259,1.0
2012-01-23,0,0.0,0.0
2012-01-24,6,-0.981029212474823,1.0
2012-01-25,0,0.0,0.0
2012-01-26,2,0.004887431859970093,0.5
2012-01-27,0,0.0,0.0
2012-01-28,2,-0.023553282022476196,0.5
2012-01-29,0,0.0,0.0
2012-01-30,0,0.0,0.0
2012-01-31,0,0.0,0.0
2012-02-01,3,-0.9548492034276327,1.0
2012-02-02,0,0.0,0.0
2012-02-03,2,0.7683702111244202,0.0
2012-02-04,0,0.0,0.0
2012-02-05,1,-0.9974821209907532,1.0
2012-02-06,0,0.0,0.0
2012-02-07,2,0.0005960166454315186,0.5
2012-02-08,1,0.7481208443641663,0.0
2012-02-09,2,-0.9905492663383484,1.0
2012-02-10,0,0.0,0.0
2012-02-11,2,-0.9969708621501923,1.0
2012-02-12,2,1.3113021850585938e-05,0.5
2012-02-13,4,-0.005407050251960754,0.5
2012-02-14,2,-0.12408924102783203,0.5
2012-02-15,0,0.0,0.0
2012-02-16,2,-0.14818373322486877,0.5
2012-02-17,1,-0.9860801100730896,1.0
2012-02-18,4,-0.8176417201757431,1.0
2012-02-19,6,-0.3430987596511841,0.6666666666666666
2012-02-20,3,0.7674249410629272,0.0
2012-02-21,3,-0.4092128078142802,0.6666666666666666
2012-02-22,0,0.0,0.0
2012-02-23,2,0.05482691526412964,0.5
2012-02-24,1,-0.9939278364181519,1.0
2012-02-25,1,-0.7921814918518066,1.0
2012-02-26,0,0.0,0.0
2012-02-27,0,0.0,0.0
2012-02-28,2,0.844059020280838,0.0
2012-02-29,2,-0.9982721209526062,1.0
2012-03-01,1,0.7407242059707642,0.0
2012-03-02,0,0.0,0.0
2012-03-03,13,-0.3259497055640587,0.6923076923076923
2012-03-04,1,0.9271292686462402,0.0
2012-03-05,3,0.30392024914423627,0.3333333333333333
2012-03-06,0,0.0,0.0
2012-03-07,0,0.0,0.0
2012-03-08,2,-0.940990149974823,1.0
2012-03-09,4,0.9320850521326065,0.0
2012-03-10,0,0.0,0.0
2012-03-11,1,0.9726091623306274,0.0
2012-03-12,9,-0.19166667593850029,0.5555555555555556
2012-03-13,0,0.0,0.0
2012-03-14,0,0.0,0.0
2012-03-15,0,0.0,0.0
2012-03-16,2,-0.003813713788986206,0.5
2012-03-17,1,0.9955694079399109,0.0
2012-03-18,3,0.32707573970158893,0.3333333333333333
2012-03-19,3,0.4740100105603536,0.3333333333333333
2012-03-20,1,0.9981281161308289,0.0
2012-03-21,1,0.9874131679534912,0.0
2012-03-22,1,-0.7921814918518066,1.0
2012-03-23,6,-0.3881910443305969,0.6666666666666666
2012-03-24,0,0.0,0.0
2012-03-25,0,0.0,0.0
2012-03-26,0,0.0,0.0
2012-03-27,0,0.0,0.0
2012-03-28,0,0.0,0.0
2012-03-29,1,0.9511266350746155,0.0
2012-03-30,0,0.0,0.0
2012-03-31,0,0.0,0.0
2012-04-01,4,-0.5594568103551865,0.75
2012-04-02,4,0.4000922441482544,0.25
2012-04-03,3,0.8511455059051514,0.0
2012-04-04,0,0.0,0.0
2012-04-05,6,-0.9715924660364786,1.0
2012-04-06,6,-0.04684367775917053,0.5
2012-04-07,1,-0.999650239944458,1.0
2012-04-08,7,-0.3672708443232945,0.7142857142857143
2012-04-09,3,-0.3766915996869405,0.6666666666666666
2012-04-10,2,0.7975422143936157,0.0
2012-04-11,0,0.0,0.0
2012-04-12,0,0.0,0.0
2012-04-13,8,-0.2705473527312279,0.625
2012-04-14,0,0.0,0.0
2012-04-15,1,-0.9997593760490417,1.0
2012-04-16,0,0.0,0.0
2012-04-17,2,-0.8937893807888031,1.0
2012-04-18,1,0.9271292686462402,0.0
2012-04-19,0,0.0,0.0
2012-04-20,1,-0.9608961343765259,1.0
2012-04-21,0,0.0,0.0
2012-04-22,0,0.0,0.0
2012-04-23,4,-0.5571873486042023,0.75
2012-04-24,1,-0.9994528889656067,1.0
2012-04-25,0,0.0,0.0
2012-04-26,0,0.0,0.0
2012-04-27,0,0.0,0.0
2012-04-28,0,0.0,0.0
2012-04-29,0,0.0,0.0
2012-04-30,1,0.6861270070075989,0.0
2012-05-01,0,0.0,0.0
2012-05-02,3,-0.9965261220932007,1.0
2012-05-03,1,-0.7921814918518066,1.0
2012-05-04,2,-0.18315660953521729,0.5
2012-05-05,0,0.0,0.0
2012-05-06,1,0.6268853545188904,0.0
2012-05-07,3,0.23813992738723755,0.3333333333333333
2012-05-08,0,0.0,0.0
2012-05-09,0,0.0,0.0
2012-05-10,0,0.0,0.0
2012-05-11,0,0.0,0.0
2012-05-12,3,0.2747819423675537,0.3333333333333333
2012-05-13,0,0.0,0.0
2012-05-14,0,0.0,0.0
2012-05-15,5,-0.2165101170539856,0.6
2012-05-16,1,-0.9989104270935059,1.0
2012-05-17,3,-0.37239283323287964,0.6666666666666666
2012-05-18,1,0.9902607798576355,0.0
2012-05-19,0,0.0,0.0
2012-05-20,0,0.0,0.0
2012-05-21,1,-0.9982331991195679,1.0
2012-05-22,1,-0.9419381022453308,1.0
2012-05-23,1,0.6268853545188904,0.0
2012-05-24,0,0.0,0.0
2012-05-25,4,0.36150918900966644,0.25
2012-05-26,3,0.7712300618489584,0.0
2012-05-27,0,0.0,0.0
2012-05-28,2,-0.0911698043346405,0.5
2012-05-29,0,0.0,0.0
2012-05-30,2,-0.9615826606750488,1.0
2012-05-31,0,0.0,0.0
2012-06-01,3,0.16555323203404745,0.3333333333333333
2012-06-02,1,0.930020809173584,0.0
2012-06-03,1,-0.9889057874679565,1.0
2012-06-04,2,-0.9980162978172302,1.0
2012-06-05,5,0.5632961750030517,0.2
2012-06-06,0,0.0,0.0
2012-06-07,0,0.0,0.0
2012-06-08,1,0.7481208443641663,0.0
2012-06-09,3,-0.3538386623064677,0.6666666666666666
2012-06-10,4,-0.9982579350471497,1.0
2012-06-11,1,-0.9955434203147888,1.0
2012-06-12,0,0.0,0.0
2012-06-13,2,-0.03418692946434021,0.5
2012-06-14,1,-0.9148895144462585,1.0
2012-06-15,3,-0.3288454016049703,0.6666666666666666
2012-06-16,0,0.0,0.0
2012-06-17,0,0.0,0.0
2012-06-18,0,0.0,0.0
2012-06-19,0,0.0,0.0
2012-06-20,0,0.0,0.0
2012-06-21,1,0.7481208443641663,0.0
2012-06-22,1,0.7485926151275635,0.0
2012-06-23,0,0.0,0.0
2012-06-24,1,-0.9975455403327942,1.0
2012-06-25,2,-0.12583845853805542,0.5
2012-06-26,1,-0.9438227415084839,1.0
2012-06-27,3,0.27834828694661456,0.3333333333333333
2012-06-28,2,-0.11611434817314148,0.5
2012-06-29,2,-0.03174716234207153,0.5
2012-06-30,6,-0.010006248950958252,0.5
2012-07-01,6,-0.905208965142568,1.0
2012-07-02,3,-0.9996555844942728,1.0
2012-07-03,3,-0.46123677492141724,0.6666666666666666
2012-07-04,0,0.0,0.0
2012-07-05,0,0.0,0.0
2012-07-06,2,-0.008378267288208008,0.5
2012-07-07,1,-0.99940025806427,1.0
2012-07-08,2,-0.12581557035446167,0.5
2012-07-09,0,0.0,0.0
2012-07-10,4,-0.4813992977142334,0.75
2012-07-11,1,-0.8584812879562378,1.0
2012-07-12,1,-0.7035779356956482,1.0
2012-07-13,2,-0.9802584052085876,1.0
2012-07-14,0,0.0,0.0
2012-07-15,0,0.0,0.0
2012-07-16,2,-0.034831881523132324,0.5
2012-07-17,0,0.0,0.0
2012-07-18,3,-0.9255266984303793,1.0
2012-07-19,1,0.9482846856117249,0.0
2012-07-20,1,-0.974304735660553,1.0
2012-07-21,3,-0.9984828035036722,1.0
2012-07-22,1,-0.998062789440155,1.0
2012-07-23,0,0.0,0.0
2012-07-24,0,0.0,0.0
2012-07-25,0,0.0,0.0
2012-07-26,0,0.0,0.0
2012-07-27,0,0.0,0.0
2012-07-28,0,0.0,0.0
2012-07-29,0,0.0,0.0
2012-07-30,0,0.0,0.0
2012-07-31,5,-0.9929562330245971,1.0
2012-08-01,2,-0.9969571530818939,1.0
2012-08-02,3,0.7891600131988525,0.0
2012-08-03,2,-0.949650913476944,1.0
2012-08-04,0,0.0,0.0
2012-08-05,0,0.0,0.0
2012-08-06,3,0.3299106955528259,0.3333333333333333
2012-08-07,6,-0.6505015989144644,0.8333333333333334
2012-08-08,2,-0.1227537989616394,0.5
2012-08-09,0,0.0,0.0
2012-08-10,2,-0.12417420744895935,0.5
2012-08-11,0,0.0,0.0
2012-08-12,0,0.0,0.0
2012-08-13,2,-0.9970331490039825,1.0
2012-08-14,1,0.6268853545188904,0.0
2012-08-15,153,0.3888258809357687,0.22875816993464052
2012-08-16,10,-0.11283780932426453,0.5
2012-08-17,5,0.16002885103225709,0.4
2012-08-18,8,-0.9846624583005905,1.0
2012-08-19,4,-0.5884189009666443,0.75
2012-08-20,4,-0.5738888084888458,0.75
2012-08-21,1,-0.994763195514679,1.0
2012-08-22,13,-0.3753998050322899,0.6923076923076923
2012-08-23,2,-0.9908526241779327,1.0
2012-08-24,2,-0.8948635160923004,1.0
2012-08-25,0,0.0,0.0
2012-08-26,0,0.0,0.0
2012-08-27,2,-0.7697373628616333,1.0
2012-08-28,2,-0.9960815906524658,1.0
2012-08-29,1,0.9962038397789001,0.0
2012-08-30,0,0.0,0.0
2012-08-31,3,-0.3457530736923218,0.6666666666666666
2012-09-01,0,0.0,0.0
2012-09-02,1,-0.9986044764518738,1.0
2012-09-03,4,-0.4562351107597351,0.75
2012-09-04,0,0.0,0.0
2012-09-05,17,-0.41612621615914736,0.7058823529411765
2012-09-06,4,-0.06909717619419098,0.5
2012-09-07,10,-0.4375845730304718,0.7
2012-09-08,8,-0.22694122046232224,0.625
2012-09-09,1,0.9511266350746155,0.0
2012-09-10,21,-0.7457927578971499,0.8571428571428571
2012-09-11,5,-0.9969086170196533,1.0
2012-09-12,5,-0.9974830746650696,1.0
2012-09-13,1,-0.9990255832672119,1.0
2012-09-14,1,-0.9948063492774963,1.0
2012-09-15,0,0.0,0.0
2012-09-16,0,0.0,0.0
2012-09-17,0,0.0,0.0
2012-09-18,3,-0.36458122730255127,0.6666666666666666
2012-09-19,0,0.0,0.0
2012-09-20,0,0.0,0.0
2012-09-21,6,-0.6988626817862192,0.8333333333333334
2012-09-22,1,-0.9990204572677612,1.0
2012-09-23,5,-0.2851846933364868,0.6
2012-09-24,0,0.0,0.0
2012-09-25,0,0.0,0.0
2012-09-26,0,0.0,0.0
2012-09-27,2,-0.9834979474544525,1.0
2012-09-28,0,0.0,0.0
2012-09-29,180,0.10211301247278849,0.4
2012-09-30,21,-0.09491377501260667,0.5238095238095238
2012-10-01,8,-0.9364789724349976,1.0
2012-10-02,3,0.16568301121393839,0.3333333333333333
2012-10-03,68,-0.4487083624390995,0.7205882352941176
2012-10-04,14,-0.6016575523785183,0.7857142857142857
2012-10-05,96,-0.34956194460392,0.6770833333333334
2012-10-06,23,0.22582145100054535,0.34782608695652173
2012-10-07,10,-0.28736424446105957,0.6
2012-10-08,3,-0.9958471258481344,1.0
2012-10-09,1,-0.9986005425453186,1.0
2012-10-10,5,-0.2560494661331177,0.6
2012-10-11,86,-0.2711260526679283,0.6046511627906976
2012-10-12,14,-0.44332660521779743,0.7142857142857143
2012-10-13,3,-0.8500406344731649,1.0
2012-10-14,3,-0.9918450713157654,1.0
2012-10-15,1,-0.9950931072235107,1.0
2012-10-16,3,-0.38742711146672565,0.6666666666666666
2012-10-17,0,0.0,0.0
2012-10-18,40,-0.027805782854557037,0.475
2012-10-19,13,-0.20716379239008978,0.6153846153846154
2012-10-20,12,0.23451330264409384,0.3333333333333333
2012-10-21,10,0.3276777803897858,0.3
2012-10-22,4,-0.9976618736982346,1.0
2012-10-23,3,-0.41075144211451214,0.6666666666666666
2012-10-24,2,-0.9628448784351349,1.0
2012-10-25,12,0.0667093296845754,0.4166666666666667
2012-10-26,34,-0.0307829292381511,0.5
2012-10-27,23,-0.27566635608673096,0.6521739130434783
2012-10-28,17,-0.2537850912879495,0.6470588235294118
2012-10-29,1,0.7481208443641663,0.0
2012-10-30,0,0.0,0.0
2012-10-31,0,0.0,0.0
2012-11-01,0,0.0,0.0
2012-11-02,0,0.0,0.0
2012-11-03,0,0.0,0.0
2012-11-04,0,0.0,0.0
2012-11-05,0,0.0,0.0
2012-11-06,0,0.0,0.0
2012-11-07,0,0.0,0.0
2012-11-08,1,0.9721527695655823,0.0
2012-11-09,1,-0.997117280960083,1.0
2012-11-10,0,0.0,0.0
2012-11-11,0,0.0,0.0
2012-11-12,0,0.0,0.0
2012-11-13,1,-0.9958571791648865,1.0
2012-11-14,0,0.0,0.0
2012-11-15,1,-0.993877112865448,1.0
2012-11-16,1,-0.7635636329650879,1.0
2012-11-17,1,-0.9993062019348145,1.0
2012-11-18,2,-0.9993672966957092,1.0
2012-11-19,1,-0.9373391270637512,1.0
2012-11-20,0,0.0,0.0
2012-11-21,0,0.0,0.0
2012-11-22,1,-0.9980239868164062,1.0
2012-11-23,1,-0.9966984391212463,1.0
2012-11-24,0,0.0,0.0
2012-11-25,4,-0.996788740158081,1.0
2012-11-26,2,-0.9341625273227692,1.0
2012-11-27,2,-0.9905045032501221,1.0
2012-11-28,0,0.0,0.0
2012-11-29,0,0.0,0.0
2012-11-30,0,0.0,0.0
2012-12-01,0,0.0,0.0
2012-12-02,0,0.0,0.0
2012-12-03,0,0.0,0.0
2012-12-04,1,-0.9900632500648499,1.0
2012-12-05,3,-0.9847354888916016,1.0
2012-12-06,0,0.0,0.0
2012-12-07,0,0.0,0.0
2012-12-08,0,0.0,0.0
2012-12-09,0,0.0,0.0
2012-12-10,0,0.0,0.0
2012-12-11,0,0.0,0.0
2012-12-12,0,0.0,0.0
2012-12-13,0,0.0,0.0
2012-12-14,0,0.0,0.0
2012-12-15,0,0.0,0.0
2012-12-16,0,0.0,0.0
2012-12-17,0,0.0,0.0
2012-12-18,2,-0.19348126649856567,0.5
2012-12-19,0,0.0,0.0
2012-12-20,4,-0.6128445118665695,0.75
2012-12-21,3,-0.9982441465059916,1.0
2012-12-22,0,0.0,0.0
2012-12-23,1,-0.99471515417099,1.0
2012-12-24,0,0.0,0.0
2012-12-25,0,0.0,0.0
2012-12-26,3,-0.3337015708287557,0.6666666666666666
2012-12-27,1,0.9909034371376038,0.0
2012-12-28,0,0.0,0.0
2012-12-29,0,0.0,0.0
2012-12-30,0,0.0,0.0
2012-12-31,1,-0.90086829662323,1.0
2013-01-01,1,-0.9865384101867676,1.0
2013-01-02,8,-0.2768969237804413,0.625
2013-01-03,26,-0.0012265489651606632,0.5
2013-01-04,16,0.15270280838012695,0.4375
2013-01-05,0,0.0,0.0
2013-01-06,2,-0.9940025210380554,1.0
2013-01-07,9,-0.35689014196395874,0.6666666666666666
2013-01-08,1,0.9749797582626343,0.0
2013-01-09,1,-0.9990503191947937,1.0
2013-01-10,13,-0.38377033747159517,0.6923076923076923
2013-01-11,16,0.13634293526411057,0.375
2013-01-12,0,0.0,0.0
2013-01-13,1,0.9750328063964844,0.0
